book_id,title,authors,average_rating,num_of_pages,ratings_count,text_reviews_count,publisher,ratings_dist,indices,distance
31912,Buffy the Vampire Slayer and Philosophy: Fear and Trembling in Sunnydale,James B. South/William Irwin,4.06,335,2519,85,Open Court,4,"[8296, 1639, 5508, 9895, 3527, 6399]","[0.0, 36.959572508350256, 37.36319178014641, 46.70169590068437, 50.09996407184341, 57.463254345712095]"
31916,Philosophy: The Classics,Nigel Warburton,3.89,257,337,26,Routledge,3,"[8297, 9451, 3862, 5762, 4876, 5086]","[0.0, 12.413798773945064, 16.12462712747182, 16.58445356350338, 17.321781086250915, 18.440401297151862]"
31917,The Oxford Handbook of Philosophy of Mathematics and Logic,Stewart Shapiro,4.25,832,19,1,Oxford University Press  USA,4,"[8298, 5300, 7765, 10402, 10035, 7797]","[0.0, 15.167494849183235, 15.652862358048129, 18.576439378955268, 18.868282910747336, 20.00156243896961]"
31923,Three Books of Occult Philosophy,Cornelius Agrippa/Donald Tyson,4.1,1024,1245,28,Llewellyn Publications,4,"[8299, 5595, 3925, 626, 605, 6819]","[0.0, 141.95093377642854, 142.5589618368484, 148.82250132288465, 181.08839857925742, 182.0907696727102]"
31925,Philosophy Made Simple,Robert Hellenga,3.39,304,501,84,Back Bay Books,3,"[8300, 1141, 4925, 2058, 1215, 1767]","[0.0, 10.212325885908655, 24.42023955656455, 25.495193664689037, 32.77575323314477, 33.40168259234855]"
31929,The Philosophy of Biology,David L. Hull/Michael Ruse,3.89,784,14,3,Oxford University Press  USA,3,"[8301, 9590, 10348, 9029, 8959, 5917]","[0.0, 5.099176404087233, 5.105144464165535, 8.60420827270005, 13.964845147727203, 14.354386089275987]"
31938,Ten Great Works of Philosophy,Robert Paul Wolff/René Descartes/David Hume/Immanuel Kant/John Stuart Mill/William  James/Plato/Aristotle/Anselm of Canterbury/Thomas Aquinas/Various,3.74,592,95,11,Signet,3,"[8302, 4629, 8264, 8463, 8890, 1276]","[0.0, 5.001689714486496, 10.95627673984187, 13.720790793536647, 14.251863036108647, 17.918080254312958]"
31947,Philosophy and the Mirror of Nature,Richard M. Rorty,4.01,424,2815,48,Princeton University Press,4,"[8303, 4413, 10198, 1033, 4289, 484]","[0.0, 44.11350813526396, 61.919625321863826, 65.50589668113857, 67.2759459242306, 68.58620561016625]"
31960,The Best American Sports Writing 2003,Buzz Bissinger/Glenn Stout/Elizabeth Gilbert/Bill Plaschke/Gary Smith/Michael J. Agovino,3.87,352,53,2,Mariner Books,3,"[8304, 43, 6827, 8783, 654, 10831]","[0.0, 2.4632498858215746, 3.1628468189275307, 3.222483514310042, 3.767439448750305, 7.239447492730367]"
31968,Walking the Bible: A Journey by Land Through the Five Books of Moses,Bruce Feiler,3.87,451,2539,331,William Morrow Paperbacks,3,"[8305, 919, 1645, 2918, 7723, 6708]","[0.0, 93.50005401067959, 108.43921108160092, 121.38388855198205, 121.70884971931991, 122.00439705190956]"
31974,Mac OS X: Tiger Edition (The Missing Manual),David Pogue,3.79,864,96,6,O'Reilly Media,3,"[8306, 4902, 8444, 5666, 529, 11018]","[0.0, 29.14420010911262, 32.65379610397542, 39.91290518115663, 42.95365991391188, 43.370662895556485]"
31975,Astonishing X-Men  Volume 2: Dangerous,Joss Whedon/John Cassaday,4.19,152,10769,282,Marvel,4,"[8307, 10723, 289, 8212, 3104, 2741]","[0.0, 25.63220630378899, 52.31758404207901, 112.98672488394378, 204.00494332245972, 204.5044987280231]"
31976,FINAL FANTASY X Official Strategy Guide,Dan Birlew,4.29,272,388,10,BradyGames,4,"[8308, 1237, 6138, 9073, 1719, 10798]","[0.0, 17.842984615809094, 19.65486199391896, 23.79078813322501, 24.10440831051449, 24.14337383217184]"
31978,Ultimate X-Men  Vol. 14: Phoenix?,Robert Kirkman/Ben Oliver/Tom Raney,3.7,144,1409,28,Marvel,3,"[8309, 6382, 7039, 6276, 1126, 9544]","[0.0, 38.39279098997623, 44.464228318953204, 44.846236185437014, 45.91400766650631, 50.052088867498824]"
31979,Astonishing X-Men  Volume 1: Gifted,Joss Whedon/John Cassaday,4.17,152,24262,557,Marvel,4,"[8310, 4977, 11019, 7811, 4923, 6716]","[0.0, 198.49687176376358, 199.24128588221868, 219.40148609341733, 288.46143659075125, 304.68050741719594]"
31980,Cross-X,Joe  Miller,3.8,480,189,40,Farrar Straus Giroux,3,"[8311, 892, 8532, 4138, 4225, 10216]","[0.0, 17.117736415776474, 19.874647166679463, 23.195001616727687, 23.366662149310073, 26.400759458773152]"
31981,Astonishing X-Men  Volume 3: Torn,Joss Whedon/John Cassaday,4.24,152,8900,241,Marvel,4,"[8312, 3772, 5288, 10614, 2528, 2381]","[0.0, 53.1226844201232, 79.76215205221082, 84.55857200781007, 135.37034239448462, 146.25802405338314]"
31983,X/1999  Volume 01: Prelude,CLAMP,3.96,200,3138,68,VIZ Media LLC,3,"[8313, 1780, 10030, 8510, 8827, 1434]","[0.0, 40.96516080769121, 50.62622245437635, 52.46945873553491, 73.60069632822777, 76.38067883961232]"
31985,X/1999  Volume 02: Overture,CLAMP/Fred Burke,4.03,192,1092,10,VIZ Media LLC,4,"[8314, 6085, 4611, 6951, 4614, 10590]","[0.0, 15.652680281664223, 24.372148038283374, 32.98485864756737, 35.63786750073579, 39.12824555228614]"
31992,鋼之鍊金術師 1,Hiromu Arakawa/荒川弘/方郁仁,4.5,183,9,1,東立,4,"[8315, 3095, 9263, 10310, 3806, 3855]","[0.0, 1.8330302779823362, 2.150372060830404, 2.2145879978000425, 2.4787900274125683, 3.3239133562714898]"
31993,鋼之鍊金術師 6,Hiromu Arakawa/荒川弘/方郁仁,4.58,191,5,0,東立,4,"[8316, 8322, 9313, 8817, 8168, 7325]","[0.0, 0.009999999999999787, 1.7205812971202494, 1.7632073048850496, 1.8396738841436002, 1.8835073665903195]"
31994,鋼之鍊金術師 10,Hiromu Arakawa/荒川弘/方郁仁,4.6,188,3,0,東立,4,"[8317, 3746, 3769, 875, 8318, 5157]","[0.0, 1.4344336861632885, 1.452205219657332, 2.1960191255997747, 2.236626924634504, 2.2789471253190583]"
31995,鋼之鍊金術師 4,Hiromu Arakawa/荒川弘/方郁仁,4.55,189,5,0,東立,4,"[8318, 8320, 2512, 8322, 8316, 5157]","[0.0, 1.0000499987500624, 1.7459667808981933, 2.000099997500125, 2.0002249873451734, 2.037670238286853]"
31996,鋼之鍊金術師 9,Hiromu Arakawa/荒川弘/方郁仁,4.57,184,4,0,東立,4,"[8319, 932, 8321, 9612, 3855, 3766]","[0.0, 1.1510430052782565, 1.4150971698084907, 2.009975124224178, 2.0209156340629364, 2.464325465517897]"
31997,鋼之鍊金術師 5,Hiromu Arakawa/荒川弘/方郁仁,4.56,189,6,0,東立,4,"[8320, 8318, 2512, 3767, 8322, 8316]","[0.0, 1.0000499987500624, 1.4327944723511463, 1.7545369759569045, 2.236090338067762, 2.236157418430107]"
31998,鋼之鍊金術師 2,Hiromu Arakawa/荒川弘/方郁仁,4.52,185,5,0,東立,4,"[8321, 8319, 3766, 3855, 932, 3740]","[0.0, 1.4150971698084907, 1.4312232530251876, 1.4344336861632885, 1.8084247288731703, 1.8465102220134064]"
31999,鋼之鍊金術師 7,Hiromu Arakawa/荒川弘/方郁仁,4.57,191,5,0,東立,4,"[8322, 8316, 9313, 8817, 8168, 7325]","[0.0, 0.009999999999999787, 1.7149052451957807, 1.7613631085043198, 1.8363278574372282, 1.8796010214936574]"
32016,The Gospel According to Job,Mike Mason,4.46,448,138,19,Crossway Books,4,"[8323, 3189, 10983, 3121, 10963, 5154]","[0.0, 6.132568792928458, 7.372923436466705, 8.555845954667486, 12.77856016928355, 14.088647912415158]"
32039,Avid Editing: A Guide for Beginning and Intermediate Users,Sam Kauffmann,3.83,414,5,0,Focal Press,3,"[8324, 8758, 10673, 5473, 4920, 10913]","[0.0, 1.4184851074297538, 2.0008997975910736, 2.4852364072659165, 2.4923081671414553, 3.018095425926755]"
32053,The Complete Poems (Poetry Library),D.H. Lawrence,4.01,704,1564,25,Wordsworth Editions,4,"[8325, 10975, 8924, 213, 1684, 7782]","[0.0, 35.28496705397357, 58.88157606586291, 126.96850160571321, 134.23910346840074, 141.14886078180015]"
32060,Complete Short Stories  Vol 2,D.H. Lawrence,4.03,303,85,8,Penguin/Viking Compass (Non-Classics),4,"[8326, 533, 2288, 470, 5115, 9987]","[0.0, 7.14227554775087, 7.144515378946287, 8.124044559208178, 8.718767114678542, 9.539412979843151]"
32065,D.H. Lawrence and Italy: Twilight in Italy/Sea and Sardinia/Etruscan Places,D.H. Lawrence,3.68,512,199,12,Penguin Classics,3,"[8327, 7334, 308, 2722, 3157, 435]","[0.0, 8.128523851229078, 9.436318137917988, 9.851096385682155, 17.757071830681994, 19.063305064967093]"
32070,The Complete Poems,D.H. Lawrence/Vivian de Sola Pinto/Warren Roberts,4.01,1088,62,3,Penguin Classics,4,"[8328, 3409, 3908, 3410, 5361, 8257]","[0.0, 28.914164348983007, 29.61479528884169, 31.46439416229081, 32.5281170681612, 33.8381382466589]"
32071,Sons and Lovers,D.H. Lawrence/Geoff Dyer,3.63,654,39333,1250,Modern Library Classics,3,"[8329, 7333, 7332, 4567, 10536, 1164]","[0.0, 438.73257275930627, 440.6304501506903, 463.342237336507, 479.07140344629215, 488.8037004769911]"
32075,The Woman Who Rode Away and Other Stories,D.H. Lawrence/Christa Jansohn,3.49,556,27,1,Cambridge University Press,3,"[8330, 439, 4791, 8531, 543, 10243]","[0.0, 4.7083011798312135, 5.831646422752326, 6.1565006294160325, 6.832927630232886, 8.61257220579311]"
32078,Amnesia Moon,Jonathan Lethem,3.49,256,2953,230,Mariner Books,3,"[8331, 184, 7901, 5012, 5108, 5775]","[0.0, 31.01767399403121, 39.67371421987107, 50.76770627081747, 55.759505916031934, 57.73224488966283]"
32080,Paul Revere's Ride,David Hackett Fischer,4.12,464,3907,208,Oxford University Press  USA,4,"[8332, 2997, 1203, 2772, 7642, 774]","[0.0, 64.21209854848227, 71.08445962374617, 90.89013642854763, 102.76673829600705, 115.10868776942947]"
32082,The Great Wave: Price Revolutions and the Rhythm of History,David Hackett Fischer,3.97,552,204,33,Oxford University Press  USA,3,"[8333, 2425, 9381, 8881, 3955, 8650]","[0.0, 10.816769388315533, 17.118189156566764, 18.788318179123962, 19.216141652267243, 20.05353834115067]"
32083,Growing Old in America: The Bland-Lee Lectures Delivered at Clark University,David Hackett Fischer,4.06,252,17,1,Oxford University Press  USA,4,"[8334, 6733, 3313, 10004, 10930, 10136]","[0.0, 2.2489108474992956, 2.3051247254758254, 3.1663227883461285, 3.742312119532522, 3.878143885933063]"
32094,Nathaniel Hawthorne: The Scarlet Letter: Essays  Articles  Reviews,Elmer Kennedy-Andrews,3.38,192,172,10,Columbia University Press,3,"[8335, 9475, 7226, 3982, 8008, 7268]","[0.0, 6.329494450586082, 6.410623994588982, 8.544992685778029, 9.857388092187504, 10.050477600591924]"
32096,The All-True Travels and Adventures of Lidie Newton,Jane Smiley,3.57,452,2149,256,Ballantine Books,3,"[8336, 300, 10797, 1864, 99, 5304]","[0.0, 52.49087158735317, 60.24154795487912, 82.7004232153621, 94.97970520063747, 95.02202323672128]"
32097,The Age of Grief,Jane Smiley,3.81,224,1389,123,Anchor,3,"[8337, 2629, 10806, 7450, 7788, 3079]","[0.0, 21.494334137162753, 42.64975498171121, 50.0102239547075, 50.74523031773528, 51.487862647424]"
32099,A Year at the Races: Reflections on Horses  Humans  Love  Money  and Luck,Jane Smiley,3.9,304,696,49,Anchor,3,"[8338, 6151, 3665, 10742, 10077, 6826]","[0.0, 17.49399897107577, 20.05353834115067, 20.836132078675256, 21.842124438799445, 22.022797279183223]"
32102,Venetia,Georgette Heyer,4.1,364,10067,789,Hqn,4,"[8339, 8983, 2789, 1584, 10777, 4421]","[0.0, 138.293375112476, 142.527259147154, 164.1797990009733, 167.98524965008087, 199.8254998742653]"
32103,Lady of Quality,Georgette Heyer,3.88,267,5927,458,Arrow,3,"[8340, 4767, 7721, 10883, 8102, 3402]","[0.0, 89.29730175094878, 114.2412469294694, 121.54854338905095, 133.04512918555116, 145.19642178786637]"
32104,False Colours,Georgette Heyer,3.86,303,4457,330,Arrow,3,"[8341, 10713, 7223, 4653, 8382, 9387]","[0.0, 53.758721152944105, 63.58487320110027, 108.36067598534073, 112.85832933372707, 113.60022007020937]"
32105,Sylvester,Georgette Heyer/Joan Wolf,4.11,410,10231,636,Harlequin,4,"[8342, 1014, 4543, 2000, 8658, 4530]","[0.0, 163.9879263848409, 164.4942919982332, 169.91202458919733, 180.41637287120037, 181.79965786546467]"
32106,The Convenient Marriage,Georgette Heyer,3.68,272,9272,861,Arrow,3,"[8343, 8713, 163, 8577, 162, 1617]","[0.0, 43.50945759257406, 99.28247579507675, 237.71211243855456, 259.57082289810614, 270.0892165563075]"
32107,Sprig Muslin,Georgette Heyer,3.81,268,5030,406,Arrow,3,"[8344, 8469, 5130, 5546, 3179, 8570]","[0.0, 45.39863544204826, 57.523911549893754, 63.63986486472139, 103.64362016062542, 107.29869523903821]"
32108,The Talisman Ring,Georgette Heyer,4.02,268,5550,478,Arrow,4,"[8345, 9794, 784, 10381, 1923, 1977]","[0.0, 30.18834874583239, 37.029071011841495, 60.746321699342424, 79.10124145675591, 84.40976306091612]"
32110,The Nonesuch,Georgette Heyer,4.04,304,7204,460,Arrow,4,"[8346, 5479, 6210, 2905, 2389, 2124]","[0.0, 98.96476948894491, 132.61233879243665, 153.43477571919607, 154.76757056954793, 162.8895579833158]"
32111,The Foundling,Georgette Heyer/Kay Hooper,3.87,406,3716,270,Harlequin,3,"[8347, 1846, 3215, 5024, 1144, 4747]","[0.0, 40.804416427636845, 66.46197108121305, 71.37942630758529, 78.8735449945037, 108.1436470625991]"
32113,Ali and Nino,Kurban Said/Jenia Graman,3.92,237,147,22,Vintage/Ebury,3,"[8348, 10834, 4762, 8553, 7966, 6798]","[0.0, 6.403155472109044, 9.798142681141156, 10.344085266469916, 11.045908744870202, 11.79135700417895]"
32115,Ali und Nino,Kurban Said,3.92,304,39,2,List,3,"[8349, 8372, 10342, 10702, 6312, 1520]","[0.0, 1.049952379872535, 1.4192955999368138, 1.42828568570857, 2.2362692145625043, 4.901275344234397]"
32121,Last Rights (Francis Hancock #1),Barbara Nadel,3.53,352,132,15,Headline,3,"[8350, 6700, 9853, 10252, 5370, 1247]","[0.0, 8.690966574553144, 9.221935805458635, 9.85543504874341, 10.358692002371727, 10.862798902676971]"
32122,Belshazzar's Daughter (Inspector Ikmen #1),Barbara Nadel,3.51,448,772,99,Felony & Mayhem,3,"[8351, 6024, 7098, 11121, 3163, 600]","[0.0, 21.84176046018269, 34.55710636034215, 42.48581057247231, 46.917375246277366, 47.39313135887942]"
32124,Deep Waters (Cetin Ikmen  #4),Barbara Nadel,3.99,448,301,24,Headline,3,"[8352, 5814, 5302, 2479, 2651, 10781]","[0.0, 14.900070469632015, 17.233690840908107, 22.22611077089287, 23.706674165728096, 24.124678236196228]"
32125,After the Mourning (Francis Hancock #2),Barbara Nadel,3.42,352,104,11,Headline,3,"[8353, 10767, 4078, 7675, 8968, 3529]","[0.0, 1.7822457742971367, 2.75, 6.800735254367722, 7.485479276572743, 7.918686759810619]"
32129,Spiritual Midwifery,Ina May Gaskin,4.38,482,5166,429,Book Publishing Company (TN),4,"[8354, 4685, 2655, 4411, 7220, 9839]","[0.0, 97.6372311160041, 106.3251616504767, 141.74990687827628, 149.84695158727789, 160.87025859368785]"
32130,Monday Night Class,Stephen Gaskin,3.89,191,59,4,Book Publishing Company,3,"[8355, 11062, 9491, 60, 882, 6398]","[0.0, 3.3166247903554, 3.755316231690748, 4.290640977756121, 5.206620785115812, 5.833146663679904]"
32137,Summer of the Dragon,Elizabeth Peters,3.92,352,2419,102,HarperCollins,3,"[8356, 5220, 5249, 7198, 570, 2334]","[0.0, 23.34528860391321, 28.320459035827792, 37.26935604487955, 39.2685573964718, 52.40232437592821]"
32138,Devil May Care,Elizabeth Peters,3.87,352,2233,109,Avon,3,"[8357, 4005, 6634, 4679, 9750, 6541]","[0.0, 10.440885977731966, 32.649730473619535, 35.015105311850775, 43.73942043511779, 50.56731058697902]"
32139,The Deeds of the Disturber (Amelia Peabody  #5),Elizabeth Peters,4.05,389,12389,364,Avon,4,"[8358, 5853, 10011, 6164, 1866, 3107]","[0.0, 42.215111038584276, 100.48904616922185, 116.25455905038736, 127.84759051307928, 152.2176156034511]"
32144,The Mammoth Book of Egyptian Whodunnits,Mike Ashley/Elizabeth Peters/Lynda S. Robinson/Lauren Haney,3.91,512,161,9,Running Press,3,"[8359, 7568, 5596, 11118, 6234, 7211]","[0.0, 6.40319451524003, 11.836219835741478, 12.125283501840277, 13.190940072640768, 15.33076645181186]"
32154,The Best American Classics,Cook's Illustrated Magazine/John  Burgoyne,4.14,421,35,4,Cook's Illustrated,4,"[8360, 6081, 9722, 10139, 1200, 5018]","[0.0, 7.071322365724815, 8.306774343871393, 8.89674659636881, 9.48702271526742, 10.348429832588131]"
32155,Cook's Illustrated 2005 (Cook's Illustrated Annuals),Cook's Illustrated Magazine,4.57,206,37,1,America's Test Kitchen,4,"[8361, 1810, 8526, 9802, 3284, 7707]","[0.0, 2.51954360946581, 3.1887458349639597, 3.6149135535998647, 4.023443798538759, 5.874019067044301]"
32160,Cook's Illustrated 2003 (Cook's Illustrated Annuals),Cook's Illustrated Magazine,4.69,212,26,0,Boston Common Press,4,"[8362, 3805, 8899, 5003, 10385, 10495]","[0.0, 3.0555523232306134, 4.334985582444307, 6.022491178905952, 6.6036656487136, 7.181754660248427]"
32165,Cook's Illustrated 1995 (Cook's Illustrated Annuals),Cook's Illustrated Magazine,4.53,232,15,1,Cook's Illustrated,4,"[8363, 10110, 392, 479, 5782, 1624]","[0.0, 2.268126980572296, 3.1673964071457807, 3.191379012276668, 3.911470311788139, 5.0108781665492526]"
32181,Zelda's Cut,Philippa Gregory,2.94,432,65,12,HarperCollins Publishers,2,"[8364, 4378, 450, 9137, 9954, 6963]","[0.0, 9.105080999090562, 9.255490262541471, 10.90337562409, 11.26854471526825, 11.568167529907232]"
32184,Thanksgiving on Thursday (Magic Tree House  #27),Mary Pope Osborne/Salvatore Murdocca,3.85,73,6361,209,Random House Books for Young Readers,3,"[8365, 10031, 5206, 9624, 7837, 4638]","[0.0, 102.22039913833247, 141.65903042164308, 151.3506339596898, 153.215678375289, 155.44780345826697]"
32185,Rurouni Kenshin  Volume 27,Nobuhiro Watsuki,4.38,192,1598,22,VIZ Media LLC,4,"[8366, 9856, 6411, 4666, 7848, 641]","[0.0, 50.647740324717354, 51.13058184687517, 55.16575115051004, 59.237624023925875, 59.424856752036014]"
32186,Ranma 1/2  Vol. 27 (Ranma ½ (US 2nd)  #27),Rumiko Takahashi,4.09,200,891,13,VIZ Media LLC,4,"[8367, 3751, 3750, 6390, 6844, 6272]","[0.0, 10.777388366390069, 19.8019089988819, 29.120455010181416, 38.18607599636287, 38.833007867019525]"
32189,Sukhoi Su-27 Flanker (WarbirdTech  #42),Yefim Gordon/Peter Davison,3.0,104,6,0,Specialty Press,2,"[8368, 2720, 746, 1223, 6430, 5308]","[0.0, 2.3151673805580453, 2.381680079271773, 2.421755561570986, 2.494173209702967, 3.4641016151377544]"
32197,1001 Illuminated Initial Letters: 27 Full-Color Plates,Owen    Jones,3.46,32,11,1,Dover Publications,3,"[8369, 8108, 108, 7303, 9172, 2790]","[0.0, 3.2205744829145, 4.1254817900458605, 4.252540417209459, 4.295218271520087, 4.658926915073899]"
32199,Gold Rage (Wilderness  #27),David   Robbins/David Thompson,4.31,170,16,0,Leisure Books,4,"[8370, 575, 4821, 1532, 3807, 8182]","[0.0, 3.751386410382167, 4.124318125460256, 4.127032832435429, 4.127481072034128, 4.587853528612264]"
32202,Asfixia,Chuck Palahniuk,3.7,336,47,2,Debolsillo,3,"[8371, 10864, 7416, 512, 2487, 7595]","[0.0, 3.051819129633996, 4.244949940812023, 5.196162045202208, 6.11228271597445, 7.28285658241325]"
32213,Expectant Father,Melinda Curtis,3.6,304,40,2,Harlequin Special Releases,3,"[8372, 8349, 10342, 10702, 6312, 1520]","[0.0, 1.049952379872535, 1.787064632295094, 2.239285600364545, 3.1815876539866066, 4.585727859347958]"
32226,Horse Heaven,Jane Smiley,3.88,640,4583,328,Ballantine Books,3,"[8373, 5661, 4487, 4093, 8891, 274]","[0.0, 120.83467879710692, 128.73642685735845, 138.25363503358602, 158.23723487220067, 158.95924005857603]"
32234,White Oleander,Janet Fitch,3.96,446,301784,6170,Little  Brown and Company,3,"[8374, 3640, 1499, 4800, 333, 1393]","[0.0, 5597.060210503368, 7990.990739977115, 8416.507479020023, 9743.077337889708, 9917.187354567826]"
32241,The Night Remembers (Night  #1),Kathleen Eagle,3.79,355,228,25,HarperTorch,3,"[8375, 8098, 7160, 4398, 8624, 7411]","[0.0, 7.000349991250437, 9.495688495311963, 11.79025020938911, 14.248596422104178, 14.366962100597329]"
32254,The Mephisto Club (Rizzoli & Isles  #6),Tess Gerritsen,4.02,355,27697,1190,Ballantine Books,4,"[8376, 8674, 6157, 7071, 1618, 4060]","[0.0, 175.26850373070457, 312.65801780859545, 320.6696424671347, 365.33139147902415, 409.1297222153384]"
32255,Vanish (Rizzoli & Isles  #5),Tess Gerritsen,4.12,401,46863,1157,Ballantine Books,4,"[8377, 6360, 3625, 10992, 3869, 2862]","[0.0, 326.86248499942604, 453.05519133986314, 466.99251599998905, 500.45583221698996, 524.9409605850929]"
32256,Call After Midnight & Under The Knife,Tess Gerritsen,3.99,555,249,20,Harlequin,3,"[8378, 5676, 5100, 10159, 4255, 3955]","[0.0, 15.427261584610537, 17.608591652940333, 18.70958043356398, 21.983894104548448, 29.70321363085146]"
32257,The Sinner (Rizzoli & Isles  #3),Tess Gerritsen,4.13,419,33678,1099,Bantem Press,4,"[8379, 8451, 6412, 9188, 4517, 4077]","[0.0, 219.15520185475864, 292.2809887762117, 395.51232597733286, 514.8708794445457, 592.7267600674024]"
32258,Body Double (Rizzoli & Isles  #4),Tess Gerritsen,4.17,432,36595,1205,Ballantine Books,4,"[8380, 3058, 6810, 3642, 8450, 4522]","[0.0, 308.2109668717192, 368.45505777502905, 398.70170917617094, 403.7437336975027, 407.3892978466666]"
32262,Life Support,Tess Gerritsen,3.99,400,11151,352,Pocket Books,3,"[8381, 2742, 3460, 2593, 6909, 6158]","[0.0, 69.79257553637063, 101.65628559021818, 115.1216751962896, 156.12175248824232, 163.23612467833215]"
32264,The Family that Couldn't Sleep,D.T. Max,3.91,299,4568,350,Random House (NY),3,"[8382, 4278, 4555, 5020, 8341, 2064]","[0.0, 30.871710351064127, 83.68466107955507, 85.4811236472708, 112.85832933372707, 112.85880072019195]"
32275,River Out of Eden: A Darwinian View of Life,Richard Dawkins/Lalla Ward,3.98,172,5891,192,HarperCollinsPublishers,3,"[8383, 6359, 5335, 1286, 3359, 8487]","[0.0, 17.01166952418251, 54.28716330772865, 56.73750435117851, 78.29452343555072, 86.10462473061479]"
32276,Dragons of Eden: Speculations on the Evolution of Human Intelligence,Carl Sagan,4.18,271,15444,475,Ballantine Books,4,"[8384, 9398, 7648, 10291, 5717, 2074]","[0.0, 144.0104218450873, 182.1377950893224, 184.61625063899442, 196.7968701478761, 198.97738590101136]"
32277,Eden: It's an Endless World  Volume 1 (Eden: It's an Endless World  #1),Hiroki Endo,3.97,216,1848,66,Dark Horse Manga,3,"[8385, 7915, 10540, 8401, 1327, 9568]","[0.0, 32.25189761858982, 38.83330529326599, 40.422796785972146, 47.2154900429933, 48.187219259882596]"
32281,Demonic Males: Apes and the Origins of Human Violence,Richard W. Wrangham/Dale Peterson,4.03,368,686,64,Mariner Books,4,"[8386, 3712, 1781, 2281, 10087, 178]","[0.0, 9.273704761313033, 18.14117967498255, 20.000249998437518, 20.26628974430199, 23.898025023001377]"
32286,A Mad People's History of Madness,Dale Peterson,4.33,384,9,0,University of Pittsburgh Press,4,"[8387, 5355, 8879, 865, 9370, 2085]","[0.0, 2.5020191845787276, 3.162672920173694, 3.400367627183861, 3.9784544737875285, 5.104664533541847]"
32289,A Primate's Memoir: A Neuroscientist's Unconventional Life Among the Baboons,Robert M. Sapolsky,4.35,304,5040,590,Scribner,4,"[8388, 3296, 5546, 4885, 5130, 4335]","[0.0, 80.49850930296785, 153.58101966063384, 162.81407340890405, 174.15600362893036, 182.56537349672857]"
32295,Blame It on the Brain: Distinguishing Chemical Imbalances  Brain Disorders  and Disobedience,Edward T. Welch,4.05,204,534,50,P & R Publishing,4,"[8389, 1232, 8636, 6395, 10628, 9728]","[0.0, 3.341870733586205, 15.779813053391983, 17.269916039170543, 19.758785387771184, 20.576919108554613]"
32298,Blame!  Vol. 7,Tsutomu Nihei,4.3,210,785,13,TokyoPop,4,"[8390, 9858, 6882, 8554, 8392, 1876]","[0.0, 12.086062220591122, 18.708417891419895, 23.133026174713933, 23.76976230423855, 26.67275013942132]"
32300,The Berenstain Bears and the Blame Game,Stan Berenstain/Jan Berenstain,3.87,32,745,28,Random House Books for Young Readers,3,"[8391, 7954, 9104, 5385, 2086, 2683]","[0.0, 33.60211898080239, 33.67616516172826, 35.284626964161035, 42.46446043457988, 45.398423981455565]"
32302,Blame!  Vol. 8,Tsutomu Nihei,4.26,216,762,13,TokyoPop,4,"[8392, 6274, 6882, 9858, 8390, 8554]","[0.0, 12.807247947939478, 14.317852492605168, 22.82658318715265, 23.76976230423855, 27.678672294747088]"
32303,The New Don't Blame Mother: Mending the Mother-Daughter Relationship,Paula J. Caplan,3.88,320,5,0,Routledge,3,"[8393, 10873, 9812, 8678, 6354, 7086]","[0.0, 1.2092973166264778, 1.9754746265138412, 3.1628468189275307, 3.194135250736888, 3.6847795049364893]"
32307,Blame It on Paris,Laura Florand,3.53,384,358,63,Forge Books,3,"[8394, 2628, 4393, 4061, 7058, 8210]","[0.0, 22.836464262227636, 23.710084352443793, 25.343906565484335, 27.314054990059603, 28.165432714588285]"
32313,No Wind of Blame (Inspector Hemingway #1),Georgette Heyer,3.78,352,96,17,Arrow,3,"[8395, 5067, 8968, 2878, 8353, 7675]","[0.0, 7.810563359963224, 9.166918784411695, 9.540571261722224, 10.006477901839387, 11.225845179762635]"
32316,Uncle John's Presents Blame It on the Weather: Amazing Weather Facts,David W. Phillips/Michael Parfit/Suzanne Chisholm/Bathroom Readers' Institute,3.57,240,7,1,Portable Press,3,"[8396, 7744, 7392, 4465, 5030, 4892]","[0.0, 0.3700000000000001, 2.242520902912613, 2.2751703232945, 2.4496734476252136, 3.004263636900064]"
32317,Who's To Blame (Sweet Valley High  #66),Francine Pascal/Kate William,3.36,152,406,5,Bantam,3,"[8397, 3735, 9102, 2703, 9713, 2189]","[0.0, 18.93239551667987, 24.79007059288053, 25.057982759990878, 26.034100714255526, 26.709970048654117]"
32323,Blame! #1,Tsutomu Nihei,4.1,245,18,5,Glénat,4,"[8398, 642, 7019, 10714, 6733, 1931]","[0.0, 3.9038570670556063, 5.307362810285349, 5.838664230798, 6.711184694225007, 7.071180948045383]"
32328,Air Gear  Vol. 2 (Air Gear  #2),Oh! Great/大暮 維人,4.04,224,686,8,Del Rey,4,"[8399, 835, 9402, 1041, 900, 10499]","[0.0, 14.212726691244013, 23.323912622028065, 34.597723913575585, 35.25689152492035, 38.49691026563041]"
32329,Air Gear  Vol. 3 (Air Gear  #3),Oh! Great/大暮 維人,4.09,224,609,3,Del Rey,4,"[8400, 1039, 7888, 4615, 4662, 3851]","[0.0, 17.029412790815776, 22.739008333698283, 31.03610961444749, 33.377237752696075, 33.89755300903002]"
